SMILES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,AromaticRings
N#CC(C#N)=C1C=C[Se]c2ccc(C3c4ccccc4-c4ccccc43)cc21,2.6733,3.1785,3.4851,3.5987,3.9721,4.0965,4.2003,4.4149,4.4614,4.4922,4.5824,4.6006,4.6294,4.7197,4.8038,1.8015,2.6518,3.0124,3.0669,3.2948,3.4846,3.6727,3.8039,3.9149,3.9725,4.0349,4.142,4.3142,4.3581,4.3798,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4c(c3)Oc3ccccc3O4)cc21,2.2514,3.0947,3.4039,3.4763,3.822,3.9237,4.0284,4.0691,4.1153,4.221,4.4975,4.5183,4.5954,4.6102,4.6939,1.7834,2.2396,2.7636,2.9853,3.2068,3.4365,3.5226,3.6575,3.7571,3.8062,3.9163,4.0079,4.027,4.1148,4.2004,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc21,1.9481,3.1949,3.2857,3.4599,3.7758,3.8667,4.1169,4.2088,4.2429,4.3244,4.5903,4.6512,4.7213,4.8798,4.9523,1.6783,2.0019,2.6693,3.0856,3.2835,3.3704,3.4962,3.6411,3.7904,3.9026,4.0601,4.1792,4.2138,4.3267,4.445,2
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)cc21,1.7688,2.969,3.057,3.3439,3.5163,3.6045,3.6109,3.8999,3.9901,4.0628,4.1706,4.2905,4.3166,4.4496,4.505,1.6784,1.8706,2.528,2.8542,3.1079,3.3432,3.3862,3.4265,3.4836,3.6025,3.6156,3.7339,3.8909,3.9623,4.0633,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(-c4cc5c6c(c4)CCCN6CCC5)s3)cc21,1.7048,2.7886,2.8851,3.4291,3.4564,3.4853,3.6317,3.7839,3.9555,4.0534,4.065,4.1626,4.2789,4.378,4.4026,1.5628,1.8731,2.0725,2.7567,2.9542,3.2396,3.2869,3.4259,3.4308,3.5123,3.6086,3.6345,3.9067,3.9478,4.0079,3
N#CC(C#N)=C1C=C[Se]c2ccc(N3c4ccccc4CCc4ccccc43)cc21,1.9856,3.1124,3.1507,3.2406,3.3253,3.4824,3.7483,3.9411,4.0507,4.3938,4.4739,4.5006,4.512,4.5505,4.6193,1.7704,1.9749,2.9989,3.1134,3.1271,3.2464,3.3301,3.5277,3.5431,3.6224,3.7084,3.872,3.9736,4.0086,4.2328,3
CC1(C)c2ccccc2-c2cc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)ccc21,2.7065,3.0845,3.5508,3.7077,3.8852,3.9387,4.0548,4.3677,4.4096,4.4734,4.6039,4.685,4.6904,4.7761,4.8018,1.7962,2.6395,2.9103,3.02,3.1646,3.4443,3.6559,3.7055,3.8014,3.9557,4.0686,4.1071,4.2504,4.2883,4.3221,3
N#CC(C#N)=C1C=C[Se]c2ccc(-n3c4ccccc4c4cc5ccccc5cc43)cc21,1.8753,2.5077,3.0739,3.1998,3.3271,3.436,3.6026,3.8267,3.8523,3.9884,3.9971,4.137,4.26,4.2755,4.3729,1.6859,1.9552,2.3394,2.5066,2.9222,3.0568,3.1721,3.2404,3.4185,3.4764,3.5671,3.7627,3.8139,3.8399,3.9829,5
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccnnc3)cc21,2.9278,3.1755,3.2405,3.6668,3.9072,4.0015,4.2083,4.3657,4.6139,4.6265,4.6485,4.8126,4.8523,4.9527,4.9651,1.8054,2.5584,2.9128,2.9723,3.1354,3.5266,3.5341,3.7839,3.9615,4.1851,4.2775,4.3383,4.3958,4.4151,4.5299,2
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ncc[nH]3)cc21,2.7654,3.4319,3.7085,4.091,4.2162,4.2255,4.4429,4.5662,4.673,4.9096,4.9122,4.9618,4.9915,5.0052,5.3441,1.6985,2.5995,2.7712,3.395,3.5604,3.9038,4.1984,4.2172,4.2906,4.3482,4.4534,4.532,4.6454,4.6921,4.6999,2
N#CC(C#N)=C1C=C[Se]c2ccc(-c3nc4ccccc4[nH]3)cc21,2.7144,3.1167,3.3454,3.5918,3.9344,4.0005,4.094,4.1892,4.3156,4.5845,4.6491,4.7586,4.7912,4.9028,4.9238,1.703,2.5761,2.6717,3.1091,3.2073,3.389,3.4977,3.8422,4.0916,4.1436,4.177,4.2827,4.3084,4.3683,4.4288,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(-c4ccccn4)nc3)cc21,2.9555,3.4326,3.536,3.7378,3.7857,3.9158,4.057,4.2398,4.263,4.3002,4.3568,4.4326,4.6412,4.682,4.7385,1.7961,2.8116,2.9366,3.2417,3.4941,3.5349,3.6941,3.7189,3.7624,3.8564,3.9463,4.0052,4.1793,4.2607,4.2963,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4c(c3)-c3ccccc3C4)cc21,2.734,3.0836,3.5426,3.7473,3.8904,3.9531,4.0624,4.3826,4.4247,4.5256,4.6265,4.6887,4.7036,4.7827,4.8119,1.7972,2.6636,2.9253,3.026,3.1755,3.4465,3.6532,3.7344,3.8025,3.944,4.0816,4.1196,4.2437,4.2995,4.3512,3
N#CC(C#N)=C1C=C[Se]c2ccc(-n3c4ccncc4c4cnccc43)cc21,2.708,2.8302,3.3114,3.3243,3.5204,3.8715,4.035,4.1265,4.2397,4.2505,4.2701,4.4241,4.4773,4.5363,4.5986,1.7868,2.6787,2.8239,3.0971,3.2644,3.3208,3.3596,3.5254,3.6972,3.8076,3.9765,4.0336,4.0609,4.2578,4.2607,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3c4ccoc4cc4ccoc34)cc21,2.3637,3.014,3.3207,3.6262,3.8972,4.0003,4.0941,4.126,4.261,4.3943,4.5279,4.5855,4.6619,4.869,4.9176,1.8049,2.3634,2.5898,2.9675,3.1167,3.3345,3.5514,3.7481,3.8629,3.9346,4.0876,4.1192,4.1748,4.3556,4.3901,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)s3)cc21,2.0248,2.7967,2.8526,3.012,3.4209,3.7177,3.7785,3.7822,3.8033,3.8356,3.8836,3.9264,4.0056,4.215,4.2407,1.7767,2.0242,2.5958,2.6965,2.8368,3.0107,3.1583,3.2398,3.5012,3.5262,3.7098,3.7247,3.7923,3.7973,3.8396,4
N#CC(C#N)=C1C=C[Se]c2ccc(N(c3ccccc3)c3ccccc3)cc21,2.2411,3.3229,3.6736,3.8075,3.9188,3.9485,4.0627,4.1591,4.1998,4.3103,4.3625,4.4264,4.4472,4.5873,4.7336,1.687,2.1809,2.9027,3.277,3.3114,3.4591,3.6497,3.7908,3.8465,3.9414,3.9855,4.1015,4.1343,4.1781,4.1974,3
CN(C)c1ccc2cc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)ccc2c1,1.9797,2.983,3.1343,3.3404,3.6311,3.7689,3.8696,3.9649,4.0852,4.2906,4.3512,4.4972,4.6077,4.6547,4.6879,1.7279,2.0073,2.4386,2.9762,2.9882,3.0887,3.3571,3.3807,3.598,3.712,3.8822,3.975,4.1633,4.2121,4.2279,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4CCC4)cc3)cc21,2.1694,3.2452,3.626,3.7123,3.8484,4.0091,4.1522,4.276,4.4178,4.5296,4.6565,4.8005,4.9591,5.0277,5.1205,1.7374,2.1552,2.794,3.1383,3.4388,3.6474,3.715,3.7927,3.8558,4.0193,4.1849,4.2762,4.3598,4.5203,4.5557,2
CN(C)c1cccc2cc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)ccc12,2.2794,2.9426,3.3637,3.3968,3.4945,3.8545,3.9391,3.9513,4.0793,4.3617,4.4199,4.4363,4.4954,4.5993,4.6903,1.7914,2.2729,2.4716,2.8259,3.0682,3.3396,3.3706,3.4386,3.6661,3.8271,3.9702,4.006,4.0495,4.1664,4.3347,3
CN1c2ccccc2N(C)c2cc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)ccc21,1.5051,2.7954,2.907,3.2192,3.3032,3.6374,3.7285,3.8576,3.8734,3.9176,4.0116,4.043,4.2089,4.2572,4.3606,1.4455,1.8321,2.3429,2.8308,3.0173,3.0812,3.2409,3.2771,3.3863,3.4609,3.597,3.737,3.8257,3.8751,3.9317,3
CN(C)c1ccc2c(c1)C(=C(C#N)C#N)C=C[Se]2,2.4959,3.4996,3.9335,4.069,4.4228,4.5162,4.7799,4.9599,5.0741,5.1789,5.1966,5.3529,5.4049,5.5093,5.5539,1.6591,2.3217,3.0987,3.5073,3.5829,4.0054,4.1952,4.2731,4.5721,4.6342,4.8947,4.9259,4.9958,5.0208,5.1556,1
CCN(CC)c1ccc2c(c1)C(=C(C#N)C#N)C=C[Se]2,2.4154,3.4859,3.8945,4.035,4.3751,4.483,4.731,4.9187,5.0635,5.1538,5.1973,5.3154,5.3979,5.4798,5.5302,1.6236,2.268,3.0797,3.4712,3.5158,3.9883,4.1579,4.2607,4.549,4.6089,4.889,4.9227,4.9891,5.0229,5.1313,1
N#CC(C#N)=C1C=C[Se]c2ccc(N3CCC3)cc21,2.5167,3.514,3.9395,4.0702,4.4256,4.5058,4.7931,4.9608,5.0723,5.184,5.2079,5.3717,5.3924,5.5176,5.5749,1.6664,2.3514,3.0935,3.511,3.5862,4.0122,4.1921,4.2705,4.5808,4.6436,4.8936,4.9294,4.9899,5.0309,5.1511,1
N#CC(C#N)=C1C=C[Se]c2ccc(N3CCOCC3)cc21,2.5153,3.4946,3.9306,4.0335,4.0948,4.4463,4.4973,4.7835,4.9431,5.0929,5.1628,5.1812,5.3515,5.4091,5.4902,1.6615,2.3345,3.0985,3.5071,3.5905,3.9807,4.0529,4.2089,4.2779,4.5934,4.6474,4.8912,4.9104,4.9879,5.0093,1
CCN(CC)c1ccc(-c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)cc1,2.081,3.2293,3.5618,3.6885,3.8321,3.9419,4.1412,4.2659,4.3481,4.4549,4.6425,4.735,4.9275,5.0275,5.084,1.7165,2.0901,2.7509,3.122,3.4192,3.5749,3.691,3.7273,3.8451,4.0058,4.1497,4.2408,4.3512,4.5172,4.5452,2
N#CC(C#N)=C1C=C[Se]c2ccc(N3CCNCC3)cc21,2.5212,3.2034,3.5563,3.8885,4.0257,4.3986,4.5308,4.6084,4.8486,4.9564,4.9868,5.0369,5.1992,5.3054,5.368,1.6884,2.4024,3.064,3.1863,3.4806,3.6691,3.9718,4.2153,4.2866,4.522,4.6335,4.745,4.8397,4.8867,4.9417,1
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4c(c3)-c3ccccc3S4(=O)=O)cc21,3.0701,3.3901,3.6878,3.805,4.023,4.0452,4.1142,4.1393,4.3617,4.4748,4.5709,4.5978,4.6237,4.6745,4.7228,1.8017,2.8032,2.9715,3.1183,3.3924,3.5438,3.7367,3.8244,3.9003,3.9369,4.0497,4.1414,4.1439,4.2492,4.2955,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc21,2.2421,2.8965,3.1459,3.3536,3.5601,3.6931,3.7248,3.9159,3.9905,4.0681,4.1813,4.2389,4.3647,4.4247,4.4467,1.6855,2.1823,2.4581,2.8916,2.9811,3.1697,3.292,3.382,3.515,3.5763,3.6658,3.7001,3.8842,3.9924,4.0037,5
N#CC(C#N)=C1C=C[Se]c2ccc(-c3cnc4c5ccccc5c5ccccc5c4n3)cc21,2.7162,2.8714,3.1467,3.3361,3.3895,3.4088,3.5694,3.6317,3.647,3.8583,3.9418,3.9915,4.1345,4.1456,4.2135,1.7333,2.4988,2.6667,2.8243,2.9508,3.0241,3.0466,3.1757,3.2087,3.4401,3.4856,3.497,3.5997,3.7024,3.7322,5
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4CCOCC4)cc3)cc21,2.319,3.2461,3.6831,3.7436,3.8549,4.0299,4.1067,4.1503,4.3686,4.4724,4.5804,4.6528,4.8973,5.0075,5.0157,1.7643,2.2773,2.8216,3.146,3.4264,3.7304,3.7495,3.8194,3.8887,4.0299,4.1476,4.2152,4.3256,4.3743,4.4874,2
COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)cc1,2.08,3.2059,3.3551,3.5919,3.7495,3.9025,3.9946,4.0384,4.2003,4.224,4.2494,4.2997,4.3185,4.3695,4.689,1.625,2.082,2.9018,3.1706,3.3013,3.3593,3.3727,3.5005,3.648,3.7195,3.8413,3.9137,3.9908,4.1135,4.1583,3
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)cc2)cc1,1.794,3.0163,3.1279,3.309,3.4951,3.6024,3.6883,3.723,3.8866,3.9726,4.0374,4.1052,4.1223,4.1609,4.1773,1.6512,1.9045,2.5713,2.9241,3.1875,3.2556,3.2805,3.3104,3.4497,3.4758,3.6071,3.6866,3.6991,3.7554,3.847,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,1.9913,3.1134,3.2644,3.668,3.7004,3.7634,3.8384,3.9159,3.9491,4.0039,4.0643,4.0982,4.1097,4.3072,4.4326,1.7365,2.0187,2.6433,3.0132,3.2182,3.2445,3.4926,3.5611,3.6235,3.6907,3.7177,3.8191,3.9017,3.9448,3.998,4
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)cc1,2.1646,3.298,3.6331,3.7499,3.8324,3.9009,3.9601,4.0573,4.1714,4.2869,4.3129,4.3389,4.3964,4.5206,4.7252,1.6615,2.1312,2.8883,3.2478,3.2795,3.4139,3.6114,3.7202,3.7867,3.8414,3.9016,4.0156,4.0576,4.0845,4.159,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(-n4cccc4)cc3)cc21,2.6556,2.6671,3.2749,3.7349,3.8007,3.8594,3.9423,4.1178,4.1792,4.3133,4.4436,4.6037,4.6369,4.689,4.73,1.79,2.5885,2.6547,2.9126,3.2005,3.3537,3.4481,3.7841,3.8871,3.9291,4.0788,4.1601,4.2185,4.2782,4.2989,3
N#CC(C#N)=C1C=C[Se]c2ccc(-n3cccc3)cc21,2.5308,2.8047,3.4762,3.9264,3.9599,4.0705,4.2925,4.3668,4.6514,4.6801,4.75,4.9646,5.0481,5.0576,5.1517,1.7528,2.526,2.6652,3.0904,3.3367,3.503,3.7209,4.0588,4.1826,4.2173,4.3711,4.4317,4.5925,4.7505,4.7514,2
Cc1ccc(C)n1-c1ccc2c(c1)C(=C(C#N)C#N)C=C[Se]2,1.8038,2.8198,3.1386,3.2975,3.5555,3.9508,4.0323,4.2773,4.2873,4.427,4.5143,4.5962,4.7249,4.7313,5.0783,1.7883,1.805,2.7673,3.0244,3.1143,3.3766,3.5378,3.7954,3.9301,3.9792,4.1402,4.3028,4.3439,4.4243,4.5059,2
Cc1ccc(C)n1-c1ccc(-c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)cc1,1.9479,2.7871,3.0029,3.1755,3.6819,3.7316,3.8395,3.9066,3.9483,3.9749,4.071,4.3264,4.3665,4.4751,4.6547,1.7969,1.9477,2.7235,2.9318,2.9684,3.1343,3.4074,3.6922,3.703,3.8738,3.8822,3.8986,3.9605,4.0601,4.174,3
N#CC(C#N)=C1C=C[Se]c2ccc(N(c3ccc4ccccc4c3)c3ccc4ccccc4c3)cc21,2.1264,2.9328,3.1481,3.338,3.4473,3.5306,3.6137,3.7779,3.9159,4.0283,4.0882,4.1835,4.2502,4.268,4.3397,1.682,2.1034,2.5652,2.6057,2.9288,2.9741,3.1388,3.2721,3.334,3.3839,3.5742,3.6957,3.7593,3.7897,3.9356,5
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4ccccc4c3)cc21,2.6977,3.1319,3.5169,3.7878,3.9253,3.9694,4.2507,4.33,4.4671,4.5969,4.6617,4.7118,4.7599,4.8127,4.945,1.7936,2.5669,2.6537,3.0224,3.1524,3.4687,3.6992,3.8151,3.94,4.0318,4.1401,4.1671,4.2948,4.3755,4.4111,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3c4ccccc4cc4ccccc34)cc21,2.0964,3.1488,3.2411,3.375,3.5207,3.7448,3.8063,3.8484,3.95,3.9619,4.1697,4.4124,4.4917,4.5205,4.5952,1.7539,1.812,2.0973,3.059,3.2656,3.2946,3.3674,3.4763,3.4985,3.6572,3.7472,3.7969,3.8811,3.9777,3.9981,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc21,2.2622,3.1889,3.3942,3.4426,3.6135,3.8574,3.9726,4.0261,4.0407,4.1148,4.1999,4.352,4.3994,4.4378,4.4714,1.7549,2.2233,2.513,3.0535,3.1654,3.3959,3.4401,3.5844,3.6497,3.6867,3.9696,4.0233,4.0345,4.1146,4.1336,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)[nH]3)cc21,2.0164,3.1176,3.2723,3.433,3.6473,3.7797,3.8467,3.9099,3.9328,4.0259,4.1044,4.255,4.2745,4.4227,4.4673,1.6872,2.0366,2.5578,3.0256,3.1064,3.2524,3.4458,3.5843,3.6406,3.6476,3.7534,3.8502,3.9299,4.0039,4.1276,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3nc(-c4ccc(N)cc4)c(-c4ccc(N)cc4)[nH]3)cc21,1.5261,2.3908,2.853,2.9879,3.3539,3.3994,3.4579,3.6468,3.6624,3.8493,3.9205,3.9939,3.9997,4.0325,4.0885,1.4031,1.8466,2.34,2.3838,2.8646,2.9174,3.1548,3.2775,3.3537,3.4009,3.4282,3.5594,3.6417,3.6482,3.7798,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc21,2.292,3.0863,3.3179,3.4847,3.5546,3.5735,3.7142,3.8236,3.86,3.876,3.8974,3.9936,4.0454,4.1045,4.3057,1.7856,2.2718,2.3823,2.9232,3.0302,3.312,3.4836,3.5021,3.553,3.5728,3.6151,3.6871,3.7703,3.8144,3.8774,5
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(/C(=C\c4ccccc4)c4ccccc4)cc3)cc21,2.4105,3.0799,3.4451,3.5353,3.6228,3.7262,3.773,3.8717,3.9665,3.9775,4.0391,4.2032,4.3767,4.4177,4.5278,1.7924,2.3736,2.4337,2.9143,3.0246,3.3245,3.5321,3.5813,3.6512,3.7042,3.7702,3.79,3.9118,3.9675,4.0058,4
N#CC(C#N)=C1C=C[Se]c2ccc(N3C(=S)c4cccc5cccc(c45)C3=S)cc21,1.7127,2.2695,2.4074,2.5625,2.898,3.1037,3.1671,3.2055,3.3068,3.3297,3.3876,3.4923,3.6198,3.8215,3.8519,1.4782,1.6533,1.7208,1.9525,1.9922,2.3925,2.4944,2.9902,3.0167,3.1452,3.2041,3.2575,3.3141,3.3457,3.3808,3
N#CC(C#N)=C1C=C[Se]c2ccc(N3C(=O)c4cccc5cccc(c45)C3=O)cc21,3.0918,3.2574,3.4667,3.7161,3.7666,3.9291,3.9824,4.0647,4.0903,4.1737,4.2173,4.2563,4.4424,4.5734,4.576,1.7352,2.3237,3.0655,3.087,3.3134,3.3686,3.4352,3.472,3.7392,3.865,3.9198,3.9573,3.9599,4.0989,4.1701,3
CCCCN1C(=O)c2cccc3c(-c4ccc5c(c4)C(=C(C#N)C#N)C=C[Se]5)ccc(c23)C1=O,2.9388,3.2172,3.3912,3.5798,3.6458,3.7929,3.855,3.9335,3.9351,4.0005,4.034,4.0726,4.1981,4.3033,4.3357,1.8114,2.23,2.8798,3.0471,3.2588,3.314,3.3264,3.5335,3.5456,3.6327,3.7506,3.8101,3.8503,3.8923,3.9883,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4c5c(cccc35)C(=O)NC4=O)cc21,2.9733,3.2103,3.3946,3.5794,3.6591,3.8888,3.8994,3.948,4.0531,4.0696,4.1443,4.2977,4.4302,4.4354,4.4669,1.812,2.2402,2.9148,3.044,3.2592,3.311,3.3687,3.5328,3.6099,3.8094,3.8366,3.8896,3.9061,3.9276,3.9984,3
CCCCN1C(=S)c2cccc3c(-c4ccc5c(c4)C(=C(C#N)C#N)C=C[Se]5)ccc(c23)C1=S,1.7923,2.1334,2.5856,2.6508,2.8,2.9112,2.9428,3.0037,3.1731,3.2913,3.3962,3.61,3.7304,3.816,3.8467,1.5381,1.6013,1.7978,1.8168,1.924,2.5852,2.7043,2.766,2.9407,3.0405,3.0969,3.1699,3.2562,3.3228,3.3398,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc4c5c(cccc35)C(=S)NC4=S)cc21,1.9908,2.2647,2.6856,2.7012,2.7288,2.9773,2.9855,3.0432,3.057,3.272,3.5642,3.6265,3.8517,3.882,3.8887,1.6324,1.7397,1.8199,1.8295,2.0066,2.6854,2.7055,2.7724,2.9763,3.0375,3.065,3.1135,3.2672,3.3591,3.4384,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(/C=C/c4cccs4)s3)cc21,2.0817,2.8688,3.2072,3.4713,3.6546,3.7766,3.8303,3.9194,3.9384,4.0835,4.3091,4.3687,4.3737,4.4134,4.5095,1.5903,1.6645,2.0582,2.6508,3.0935,3.2356,3.4294,3.5414,3.6271,3.7048,3.7984,3.8365,3.9138,3.9467,4.0115,3
N#CC(C#N)=C1C=C[Se]c2ccc(N3c4ccccc4Sc4ccccc43)cc21,1.711,2.7065,2.9952,3.222,3.3773,3.4865,3.5472,3.9039,3.952,4.0476,4.1085,4.1405,4.2584,4.3354,4.453,1.6876,1.8304,2.7022,2.9217,3.0887,3.1413,3.3074,3.4501,3.4737,3.5305,3.5442,3.6896,3.8494,3.8665,3.9989,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc21,1.7844,2.7959,2.8383,3.0484,3.5561,3.5674,3.5991,3.6347,3.7297,3.8673,3.8751,3.8995,3.9656,4.0394,4.1546,1.7834,1.8007,2.7752,2.8381,2.8942,3.0439,3.0557,3.4049,3.4957,3.559,3.6192,3.6501,3.6645,3.67,3.7293,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)cc21,1.9979,2.6491,2.913,2.978,3.3971,3.5989,3.6876,3.7593,3.8012,3.8982,4.0056,4.0381,4.1841,4.3199,4.3319,1.7714,2.0003,2.5287,2.5917,2.8968,2.9802,3.2809,3.3109,3.5252,3.5353,3.6057,3.6957,3.7704,3.8125,3.8668,4
N#CC(C#N)=C1C=C[Se]c2ccc(N3c4ccccc4Oc4ccccc43)cc21,1.4431,2.7078,2.821,3.1217,3.254,3.5988,3.6078,3.8001,3.8887,3.9706,4.0707,4.1525,4.1832,4.2527,4.4093,1.4026,1.8328,2.6148,2.8151,2.8796,3.109,3.1636,3.3436,3.5303,3.5858,3.5914,3.6487,3.6993,3.8814,3.9,3
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc21,1.4503,2.4415,2.9054,3.064,3.2053,3.3376,3.6384,3.6663,3.6818,3.7267,3.7892,3.8636,3.944,3.9789,4.0201,1.4502,1.8005,2.4336,2.8064,2.902,2.9105,3.0522,3.2059,3.3171,3.4219,3.4978,3.6194,3.6479,3.6818,3.6993,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)s3)cc21,1.7188,2.5092,2.8209,3.0661,3.4353,3.4889,3.6908,3.7464,3.777,3.8301,3.9047,3.9719,3.9774,4.0293,4.1837,1.7149,1.7798,2.4902,2.6013,2.7138,2.9448,3.0656,3.2453,3.4705,3.5322,3.5769,3.6346,3.6841,3.6869,3.8282,4
N#CC(C#N)=C1C=C[Se]c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)o3)cc21,1.8407,2.7191,2.7698,3.1435,3.4299,3.6678,3.7678,3.8694,3.8807,3.892,3.9963,4.1205,4.2233,4.2704,4.3022,1.7564,1.8406,2.5532,2.6683,2.7588,3.0093,3.1435,3.2884,3.5858,3.6268,3.6649,3.6926,3.7069,3.8642,3.8694,4
CC1(C)c2ccccc2N(c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)c2ccccc21,1.668,2.9236,3.1342,3.2457,3.2847,3.3566,3.4475,3.9873,4.0811,4.1252,4.2676,4.3606,4.4804,4.4874,4.5237,1.6566,1.8026,2.9104,3.0729,3.1274,3.2135,3.2834,3.3274,3.3735,3.4661,3.6444,3.75,3.8525,3.9663,3.983,3
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)cc2)c2ccccc21,1.7221,2.7332,3.0455,3.2158,3.335,3.4874,3.4896,3.6251,3.6416,3.8747,3.9734,4.0246,4.0728,4.218,4.2363,1.7218,1.8004,2.7262,2.8916,3.0434,3.2091,3.2158,3.335,3.4073,3.4763,3.4891,3.5844,3.5966,3.7015,3.7453,4
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)s2)c2ccccc21,1.9766,2.779,2.786,3.3414,3.4153,3.4544,3.5864,3.737,3.7535,3.9386,3.9851,4.1865,4.2121,4.2491,4.3275,1.775,1.9758,2.5761,2.6806,2.7717,3.2371,3.3246,3.3414,3.4458,3.5279,3.58,3.6575,3.7411,3.7778,3.8242,4
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)o2)c2ccccc21,2.0876,2.675,3.0345,3.4115,3.4151,3.5339,3.7085,3.7751,3.9204,3.986,4.2123,4.3607,4.3686,4.4322,4.4605,1.7538,2.0872,2.5212,2.6553,3.0208,3.2787,3.3514,3.4116,3.531,3.5851,3.6847,3.7101,3.7976,3.8523,3.9188,4
CN1c2ccccc2N(c2ccc3c(c2)C(=C(C#N)C#N)C=C[Se]3)c2ccccc21,1.1443,2.4227,2.6451,2.8742,3.2535,3.4378,3.5092,3.5467,3.5936,3.9381,3.9861,3.9923,4.0332,4.076,4.2213,1.1369,1.8021,2.4043,2.6377,2.7403,2.9472,3.0877,3.3251,3.3559,3.4104,3.4407,3.5383,3.5548,3.6131,3.8721,3
CN1c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)cc2)c2ccccc21,1.1605,2.2095,2.6596,2.9496,3.04,3.1224,3.4469,3.4986,3.5427,3.5582,3.628,3.6776,3.758,3.8758,3.9249,1.1603,1.8003,2.2026,2.6596,2.7524,2.8867,2.952,3.0414,3.1285,3.4025,3.406,3.4181,3.4472,3.5042,3.5385,4
CN1c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=C(C#N)C#N)C=C[Se]4)s2)c2ccccc21,1.3622,2.2206,2.7789,2.8346,3.1463,3.4224,3.5433,3.5704,3.6069,3.6209,3.7313,3.7439,3.8473,3.9412,3.971,1.3605,1.7769,2.2065,2.5833,2.6825,2.8251,2.8331,3.1362,3.236,3.3767,3.4227,3.531,3.5397,3.5644,3.5995,4
