SMILES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,AromaticRings
Cc1ccc(N(c2ccc(C)cc2)c2nccs2)cc1,3.9129,4.0519,4.1573,4.5433,4.8843,5.2002,5.3289,5.4047,5.4875,5.5418,5.6582,5.6639,5.734,5.8135,5.8179,2.9814,3.2885,3.6541,3.7917,4.0683,4.2021,4.4266,4.5743,4.7931,4.8106,4.9054,4.9653,5.0086,5.1602,5.2326,3
c1ccn(-c2ccc(-c3nccs3)cc2)c1,3.7018,3.8908,4.5381,4.7011,4.7594,4.8269,5.2774,5.3346,5.4626,5.5966,5.6566,5.7034,5.9011,6.0777,6.342,2.6072,3.305,3.7128,4.0338,4.2554,4.3794,4.3884,4.4024,4.6063,4.7029,4.7466,5.0071,5.1124,5.324,5.4678,3
c1ccn(-c2nccs2)c1,4.3306,4.625,5.078,5.3787,5.5301,5.8776,6.3451,6.4227,6.4483,6.6101,7.0377,7.0798,7.1371,7.2072,7.3394,3.1219,3.264,4.6201,4.8167,5.109,5.1452,5.3144,5.3446,5.4444,5.9186,6.1561,6.2149,6.4154,6.4655,6.7198,2
Cc1ccc(C)n1-c1nccs1,3.6346,4.5865,4.8785,5.3424,5.4299,5.7039,5.7464,6.1873,6.2799,6.3438,6.515,6.7455,6.8397,7.1579,7.2053,3.0963,3.2642,4.326,4.611,4.933,4.944,4.9828,5.0681,5.3649,5.4807,5.8381,5.8981,6.2146,6.3959,6.52,2
Cc1ccc(C)n1-c1ccc(-c2nccs2)cc1,2.9461,3.8485,4.0273,4.4003,4.6187,4.8054,4.9236,5.0803,5.1771,5.4267,5.4542,5.5197,5.7448,5.9443,6.0656,2.6751,2.8593,3.7455,3.9061,4.0325,4.045,4.1345,4.3661,4.4252,4.5627,4.6085,5.0145,5.1006,5.1434,5.1835,3
c1ccc2cc(N(c3ccc4ccccc4c3)c3nccs3)ccc2c1,3.2897,3.5754,3.8901,4.0714,4.1438,4.3876,4.4492,4.557,4.6519,4.7125,4.8,4.8651,4.8659,4.9388,5.1392,2.5683,2.6026,3.0485,3.2381,3.4494,3.7627,3.8904,4.0424,4.1011,4.1952,4.2129,4.2424,4.3699,4.4926,4.5501,5
c1ccc2cc(-c3nccs3)ccc2c1,3.8254,3.9946,4.5513,4.7683,5.0123,5.0987,5.3881,5.4583,5.6268,5.7359,5.8405,6.0558,6.076,6.1113,6.1696,2.3836,3.116,3.6824,3.8812,4.0814,4.2388,4.3499,4.5671,4.8871,5.0416,5.1606,5.3491,5.413,5.5838,5.7654,3
c1ccc2c(-c3nccs3)c3ccccc3cc2c1,3.1552,3.8535,3.8591,4.1722,4.4449,4.7904,4.9373,5.0888,5.1807,5.2111,5.2527,5.3248,5.406,5.4782,5.5468,1.7383,3.2612,3.3413,3.4467,3.7248,3.8435,4.0531,4.3075,4.4206,4.488,4.5774,4.6254,4.8098,4.9606,5.0874,4
c1ccc(-c2nc(-c3nccs3)[nH]c2-c2ccccc2)cc1,3.555,4.0189,4.3689,4.556,4.6387,4.8211,4.8846,5.0085,5.0888,5.1061,5.1926,5.2431,5.2754,5.3661,5.5201,2.4738,3.0456,3.5654,3.8312,4.0405,4.1281,4.3432,4.3484,4.4784,4.5632,4.5761,4.5862,4.6478,4.662,4.6939,4
Fc1ccc(-c2nc(-c3nccs3)[nH]c2-c2ccc(F)cc2)cc1,3.5431,4.0306,4.1494,4.5057,4.6623,4.8671,4.8973,5.0111,5.093,5.2036,5.2275,5.2627,5.3289,5.3595,5.4763,2.4829,3.063,3.5725,3.7755,3.8055,4.1259,4.1534,4.3236,4.5327,4.5657,4.5884,4.6402,4.7407,4.7894,4.8202,4
Nc1ccc(-c2nc(-c3nccs3)[nH]c2-c2ccc(N)cc2)cc1,3.1486,3.8788,3.8937,3.9898,4.4678,4.4969,4.7009,4.7281,4.8088,4.8733,5.0749,5.1548,5.1716,5.1771,5.2233,2.3236,2.9427,3.3576,3.4565,3.5099,3.789,3.9139,4.1181,4.3668,4.3898,4.4789,4.5796,4.5933,4.6153,4.6957,4
c1ccc(C(=C(c2ccccc2)c2ccc(-c3nccs3)cc2)c2ccccc2)cc1,3.2751,3.8753,4.1223,4.27,4.398,4.416,4.4454,4.5407,4.6129,4.729,4.7388,4.782,4.7909,4.8224,4.8857,2.2609,2.754,3.4797,3.5066,3.6919,3.8604,3.8928,3.9996,4.0831,4.1543,4.2045,4.2395,4.3315,4.3636,4.3744,5
C(=C(/c1ccccc1)c1ccc(-c2nccs2)cc1)\c1ccccc1,3.4187,3.9648,4.224,4.3313,4.5304,4.5327,4.6734,4.7158,4.7521,4.8371,4.8694,5.0186,5.143,5.1587,5.2368,2.3306,2.7263,3.5466,3.6714,3.891,3.9298,4.087,4.1062,4.1732,4.2785,4.3348,4.3547,4.4943,4.5192,4.5271,4
S=C1c2cccc3cccc(c23)C(=S)N1c1nccs1,1.7082,2.261,2.9237,3.1575,3.1735,3.2219,3.6534,3.7843,3.8919,3.9592,4.0137,4.168,4.2017,4.2243,4.4031,1.4702,1.6401,1.9346,1.9838,3.0608,3.1025,3.1718,3.1957,3.2992,3.3756,3.6784,3.8533,3.8872,4.0467,4.0832,3
O=C1c2cccc3cccc(c23)C(=O)N1c1nccs1,3.5548,3.7805,3.8039,4.1052,4.1882,4.5534,4.6352,4.6915,4.9379,5.0866,5.3007,5.3505,5.3802,5.3849,5.4306,2.3267,3.3812,3.3823,3.4581,3.6745,3.7333,3.8799,4.0038,4.3742,4.4099,4.5539,4.5976,4.7244,4.8651,4.8885,3
CCCCN1C(=O)c2cccc3c(-c4nccs4)ccc(c23)C1=O,3.2986,3.5445,3.8459,3.9484,3.9814,4.1723,4.3453,4.4716,4.8679,5.0166,5.0678,5.1273,5.1938,5.3256,5.3699,2.0758,3.0288,3.2712,3.2909,3.519,3.7166,3.7932,3.98,4.0397,4.2146,4.3023,4.3616,4.5141,4.7818,4.8618,3
O=C1NC(=O)c2ccc(-c3nccs3)c3cccc1c23,3.3163,3.5322,3.9344,3.9647,4.0877,4.3405,4.4159,4.5487,4.861,5.0347,5.0836,5.1589,5.2323,5.3442,5.4646,2.0866,3.0322,3.2746,3.304,3.6866,3.7963,3.8725,3.984,4.0354,4.2138,4.3001,4.3688,4.55,4.8152,4.9226,3
CCCCN1C(=S)c2cccc3c(-c4nccs4)ccc(c23)C1=S,1.7814,2.1264,2.6646,2.958,3.3253,3.4399,3.5634,3.6918,3.7894,3.953,4.0241,4.1904,4.2901,4.2995,4.3503,1.4951,1.5671,1.8339,1.8997,2.7786,2.9964,3.2446,3.3011,3.3709,3.4946,3.6214,3.8089,3.8532,3.9088,3.991,3
S=C1NC(=S)c2ccc(-c3nccs3)c3cccc1c23,1.9126,2.1905,2.643,2.9242,3.4082,3.4796,3.5577,3.796,3.7993,3.8644,4.0521,4.1797,4.3194,4.3932,4.4551,1.4729,1.6687,1.7699,1.9426,2.6436,2.992,3.3246,3.3526,3.4069,3.5591,3.6399,3.7332,3.9023,3.974,3.9845,3
C(=C/c1ccc(-c2nccs2)s1)\c1cccs1,3.0118,3.7356,4.1564,4.2289,4.4459,4.546,4.5557,4.8105,5.0196,5.0507,5.2005,5.3613,5.4135,5.5634,5.636,1.5555,2.5792,3.4894,3.5749,3.7627,3.8049,4.0224,4.2053,4.2509,4.3862,4.6147,4.723,4.863,5.0067,5.0708,3
c1ccc2c(c1)Sc1ccccc1N2c1nccs1,3.9125,4.0044,4.3387,4.4608,4.6444,4.6922,4.8518,5.1164,5.1871,5.2673,5.2794,5.3809,5.4984,5.5465,5.6349,3.042,3.3874,3.5094,3.8609,4.0049,4.1085,4.1957,4.3191,4.5392,4.6504,4.7722,4.808,4.9084,4.9723,5.1062,3
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nccs2)cc1,2.7001,3.6212,3.8179,3.9036,4.192,4.2338,4.2919,4.6051,4.6417,4.7238,4.7734,4.7837,4.8845,4.9546,5.0441,2.6816,2.7012,3.0428,3.4931,3.6654,3.6817,3.8028,3.8819,3.8896,4.109,4.1502,4.28,4.3426,4.4042,4.468,4
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nccs2)o1,3.1628,3.9985,4.0676,4.1294,4.3524,4.4613,4.8612,4.8933,4.8967,4.9393,5.0341,5.0364,5.0728,5.1856,5.2489,2.4414,3.0834,3.3217,3.5226,3.8213,3.8903,3.9527,4.0936,4.2183,4.3131,4.4289,4.5001,4.557,4.7328,4.7804,4
c1ccc2c(c1)Oc1ccccc1N2c1nccs1,3.7308,4.0586,4.4348,4.4849,4.738,4.8398,5.2708,5.3113,5.3971,5.5215,5.575,5.6435,5.6527,5.8483,5.8833,2.9316,3.2971,3.624,3.8009,3.9688,4.1387,4.3214,4.3965,4.6241,4.72,4.9318,5.0137,5.0664,5.1327,5.2145,3
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nccs2)cc1,2.3431,3.3678,3.7412,3.8741,4.1772,4.2218,4.3189,4.3658,4.5745,4.6383,4.6698,4.7746,4.7878,4.982,5.323,2.3352,2.7065,2.8083,3.3308,3.4977,3.652,3.7011,3.8713,3.8858,4.1012,4.2412,4.3321,4.3551,4.4876,4.4977,4
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nccs2)s1,2.4771,3.7945,3.9043,3.919,3.9878,4.2365,4.382,4.4526,4.5799,4.6585,4.6905,4.7221,4.9226,5.1351,5.1854,2.3252,2.4606,2.95,3.5409,3.6405,3.6705,3.7037,3.8828,3.8999,4.0416,4.2528,4.2979,4.4262,4.4603,4.4757,4
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nccs2)o1,2.8294,3.907,4.1153,4.1912,4.3136,4.3908,4.7368,4.8919,4.9206,4.9355,5.0358,5.0861,5.328,5.3418,5.3924,2.4717,2.8095,3.0241,3.6353,3.7021,3.7062,3.9132,4.1813,4.2832,4.4242,4.4904,4.5097,4.6975,4.7129,4.7427,4
CC1(C)c2ccccc2N(c2nccs2)c2ccccc21,3.2866,4.3533,4.4352,4.6891,4.7083,4.839,4.9481,5.0354,5.3392,5.4785,5.565,5.5874,5.6792,5.7638,5.8179,3.2209,3.3895,3.4095,3.6546,3.7918,4.0022,4.3252,4.4182,4.7737,4.787,4.7978,4.829,4.937,5.04,5.0864,3
CC1(C)c2ccccc2N(c2ccc(-c3nccs3)cc2)c2ccccc21,2.6434,3.6888,4.2169,4.2418,4.2466,4.3295,4.3581,4.4785,4.5969,4.6691,4.7515,4.7888,4.922,5.3212,5.3919,2.6352,2.7009,3.2125,3.5941,3.5969,3.7456,3.8765,4.0295,4.0824,4.2386,4.2827,4.3469,4.3705,4.4763,4.4916,4
CC1(C)c2ccccc2N(c2ccc(-c3nccs3)s2)c2ccccc21,2.7536,3.9157,4.2347,4.2726,4.3375,4.3503,4.3866,4.4783,4.6448,4.6522,4.7363,4.7436,4.902,5.1398,5.2686,2.314,2.7383,3.3275,3.655,3.6975,3.7656,3.874,3.9723,4.2173,4.2314,4.3127,4.3191,4.3674,4.4442,4.485,4
CC1(C)c2ccccc2N(c2ccc(-c3nccs3)o2)c2ccccc21,3.1002,4.1169,4.3651,4.4621,4.5163,4.6406,4.7157,4.7983,4.906,5.0192,5.1254,5.1892,5.2898,5.3266,5.3624,2.4659,3.0837,3.3529,3.6834,3.801,3.9104,4.0059,4.3269,4.4394,4.4982,4.5183,4.5213,4.6307,4.7151,4.8636,4
CN1c2ccccc2N(c2nccs2)c2ccccc21,2.697,3.4815,3.9806,4.0541,4.2579,4.2608,5.0522,5.0638,5.1057,5.1309,5.2969,5.3694,5.4756,5.577,5.649,2.6679,2.7687,3.3384,3.3936,3.3989,3.538,4.1333,4.1885,4.2766,4.4637,4.5708,4.7644,4.7648,5.0473,5.0564,3
CN1c2ccccc2N(c2ccc(-c3nccs3)cc2)c2ccccc21,2.1344,3.1874,3.5636,3.6685,3.9818,4.1714,4.1734,4.2685,4.3878,4.4921,4.5159,4.7515,4.7926,4.7929,4.9372,2.1262,2.7047,2.7564,3.1657,3.3989,3.4453,3.5561,3.6633,3.8858,4.089,4.1457,4.2148,4.3516,4.3787,4.4246,4
CN1c2ccccc2N(c2ccc(-c3nccs3)s2)c2ccccc21,2.2003,3.557,3.6933,3.7264,3.9052,4.0238,4.1739,4.2194,4.4992,4.5194,4.6478,4.736,4.8659,4.9742,5.1426,2.1849,2.3121,2.8372,3.3892,3.3918,3.4974,3.6837,3.6963,3.8218,3.861,4.1589,4.2355,4.3126,4.4241,4.4469,4
CN1c2ccccc2N(c2ccc(-c3nccs3)o2)c2ccccc21,2.5729,3.7138,3.9973,4.07,4.1214,4.2511,4.5434,4.7346,4.7499,4.8262,4.9059,5.0021,5.1892,5.2915,5.3282,2.4525,2.5488,2.9756,3.4812,3.4827,3.5863,3.903,3.9907,4.2556,4.4166,4.441,4.504,4.5157,4.6979,4.7038,4
Cc1cccc2c3cccc(C)c3n(-c3nccs3)c12,3.5196,3.9108,4.242,4.6455,4.7344,4.8911,4.9816,5.2767,5.2975,5.3718,5.4039,5.4054,5.5189,5.6957,5.7798,3.1748,3.3688,3.4967,3.5135,3.8944,3.9844,4.1028,4.4653,4.5189,4.7278,4.7373,4.791,4.804,4.8504,5.0726,4
O=c1c2ccccc2n(-c2nccs2)c2ccccc12,3.5821,3.5877,3.7216,4.5546,4.6062,4.8456,4.9451,4.9484,4.9877,4.9943,4.9993,5.0869,5.1213,5.123,5.1389,2.8933,3.1731,3.4149,3.4182,3.4319,3.5667,3.9852,4.1218,4.3083,4.6025,4.7524,4.7771,4.8031,4.8464,4.9417,4
O=c1c2ccccc2n(-c2ccc(-c3nccs3)cc2)c2ccccc12,3.0793,3.588,3.6456,4.046,4.0868,4.2523,4.4613,4.4678,4.4997,4.5771,4.6008,4.754,4.7958,4.9164,4.9442,2.7037,2.7997,3.072,3.1899,3.3863,3.4332,3.844,3.8834,4.0469,4.0651,4.1184,4.2241,4.3117,4.3745,4.4594,5
O=c1c2ccccc2n(-c2ccc(-c3nccs3)s2)c2ccccc12,3.0707,3.5851,3.6845,3.933,4.0212,4.205,4.3885,4.3914,4.5194,4.5274,4.721,4.8517,4.8888,4.9005,5.0144,2.3626,2.868,3.0584,3.1771,3.4131,3.4194,3.6937,3.8554,3.9675,4.0146,4.1136,4.1999,4.2968,4.3301,4.3866,5
O=c1c2ccccc2n(-c2ccc(-c3nccs3)o2)c2ccccc12,3.4968,3.5937,3.7413,4.0139,4.1545,4.3757,4.5752,4.7455,4.7475,4.8747,4.9088,4.9304,5.0092,5.0357,5.0744,2.4845,2.9191,3.1822,3.4206,3.4253,3.4862,3.9193,3.9806,4.0307,4.1314,4.352,4.3714,4.4043,4.4738,4.7333,5
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4nccs4)s3)c12,2.9496,3.3124,3.8778,4.1824,4.2076,4.6069,4.7354,4.7657,4.7717,4.897,4.9403,5.0746,5.1036,5.1168,5.1666,2.3287,2.9355,3.1783,3.2951,3.4809,3.6611,3.8712,4.0241,4.0654,4.1711,4.3142,4.4744,4.4785,4.4968,4.7592,5
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nccs2)cc1,3.2827,3.692,4.016,4.2246,4.3357,4.5515,4.7228,4.7791,4.8024,4.8528,5.0501,5.1095,5.1959,5.2328,5.387,2.5744,3.1708,3.3072,3.3849,3.6624,3.8912,3.9876,4.0291,4.1779,4.2689,4.3667,4.5193,4.5476,4.5854,4.5964,5
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nccs2)s1,3.1503,3.5682,4.0048,4.0487,4.5539,4.6013,4.756,4.7655,4.814,4.9216,4.9822,5.1252,5.1498,5.2145,5.3077,2.2612,3.171,3.2218,3.4238,3.546,3.7506,3.908,4.0645,4.1128,4.3451,4.4903,4.5323,4.5548,4.6301,4.7147,5
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4nccs4)cc3)c12,2.8981,3.3306,3.9704,4.1121,4.2018,4.2297,4.4535,4.6078,4.6796,4.7678,4.8896,4.9368,5.1969,5.2096,5.282,2.6864,2.89,3.1749,3.3194,3.3866,3.8583,3.8598,4.1019,4.1188,4.1468,4.2165,4.2847,4.3284,4.4761,4.5198,5
c1ccc2c(c1)c1ccccc1n2-c1nccs1,4.0091,4.1284,4.3377,4.5969,4.9563,5.1423,5.2325,5.3585,5.4283,5.4793,5.5715,5.6314,5.7464,5.8906,6.0088,3.0806,3.1511,3.4924,4.0021,4.1095,4.1341,4.5194,4.59,4.6689,4.7372,4.9933,5.0516,5.0696,5.2033,5.2735,4
c1ccc(-c2nccs2)cc1,4.3345,4.707,4.8431,5.481,5.5003,5.5429,5.9392,6.2213,6.5258,6.6087,6.7156,6.8297,6.8796,6.896,6.9413,2.732,3.9131,4.116,4.3999,4.5422,4.6064,4.6769,5.2281,5.2439,5.9347,6.1902,6.3882,6.4117,6.4436,6.5021,2
COc1ccc(-c2nccs2)cc1,4.1364,4.6656,4.9248,5.2668,5.2745,5.4266,5.8857,6.0252,6.268,6.4132,6.6682,6.7375,6.8375,6.8471,6.8629,2.6682,3.8813,4.0402,4.4164,4.4873,4.4876,4.7228,5.0395,5.0923,5.6575,5.8845,6.3289,6.365,6.3775,6.4843,2
Nc1ccc(-c2nc3ccccc3s2)cc1,3.8843,4.3182,4.5497,4.8554,4.9317,4.9675,5.0604,5.322,5.4815,5.5562,5.5887,5.8663,5.9356,5.9644,6.1413,2.6228,3.5116,3.8296,3.8964,4.1689,4.303,4.342,4.44,4.4665,4.8295,4.9166,5.1318,5.3298,5.4112,5.5488,3
c1ccc2c(c1)ccn2-c1nc2ccccc2s1,4.04,4.4137,4.5954,4.7094,4.905,5.0217,5.0707,5.2604,5.3842,5.4129,5.4677,5.4814,5.6769,5.7205,5.8375,3.0434,3.1893,3.8558,3.9333,4.1255,4.2938,4.3343,4.4197,4.7182,4.8249,4.8843,5.0366,5.1302,5.194,5.2947,4
c1ccc2sc(-c3ccc4occc4c3)nc2c1,4.0884,4.1586,4.3203,4.821,4.8314,5.1167,5.1287,5.2842,5.3462,5.4418,5.5928,5.6596,5.7835,5.8865,6.0332,2.7768,3.3729,3.5872,3.7478,3.94,4.1242,4.3542,4.3884,4.4786,4.827,4.9625,5.1246,5.1362,5.2755,5.3764,4
c1ccc2sc(-c3ccc4[nH]cnc4c3)nc2c1,4.059,4.2604,4.3649,4.8111,4.901,5.095,5.1292,5.2832,5.2992,5.4132,5.5536,5.5851,5.6891,5.8944,5.9132,2.7778,3.4956,3.6476,3.9172,3.9737,4.0943,4.3735,4.3826,4.4632,4.9367,5.0932,5.1219,5.1378,5.1907,5.2887,4
c1ccc2sc(-c3cccc4ocnc34)nc2c1,3.8553,3.926,4.4367,4.5556,5.0281,5.0608,5.1995,5.4061,5.4193,5.5713,5.7215,5.7321,5.8309,5.9337,6.0328,2.5946,3.2948,3.6185,3.7663,4.1413,4.1493,4.4479,4.5058,4.5668,4.8778,5.0135,5.0954,5.1296,5.2174,5.4241,4
c1ccc2sc(-c3ccc4[nH]nnc4c3)nc2c1,3.9658,4.1258,4.3558,4.7495,4.7645,4.8007,4.81,5.0515,5.298,5.386,5.441,5.5461,5.6028,5.6785,5.6812,2.7237,3.3326,3.5831,3.7022,3.9903,4.0725,4.2515,4.3328,4.3867,4.4965,4.7217,4.9412,4.9797,5.0916,5.1395,4
CN(C)c1ccc(-c2nc3ccccc3s2)cc1,3.6885,4.3109,4.4451,4.7785,4.8268,4.8593,4.9331,5.2223,5.3449,5.5886,5.5997,5.7383,5.8189,5.8789,6.1208,2.5655,3.4817,3.7565,3.8492,4.1313,4.2099,4.296,4.4348,4.4505,4.7472,4.8175,5.0845,5.3214,5.323,5.4728,3
c1ccc2sc(-c3ccc4cnccc4c3)nc2c1,3.7159,3.8725,3.9544,4.0115,4.5683,4.5873,4.8463,4.903,4.9657,5.1167,5.2537,5.4129,5.4621,5.5566,5.5968,2.4507,2.9988,3.4102,3.5816,3.5941,3.8684,4.1648,4.1675,4.2379,4.3005,4.5219,4.7267,4.8615,4.8703,4.9504,4
c1cnc2ncc(-c3nc4ccccc4s3)cc2c1,3.6434,3.7118,3.8513,4.1659,4.309,4.3241,4.5514,4.5759,4.5845,4.83,4.9763,5.2565,5.3676,5.4711,5.4924,2.5235,3.1881,3.3207,3.403,3.6299,3.8223,3.9725,4.0412,4.1702,4.183,4.3051,4.3786,4.4816,4.557,4.7801,4
c1cnc2ccc(-c3nc4ccccc4s3)cc2c1,3.7669,3.95,4.0379,4.0934,4.4514,4.6244,4.6872,4.7878,4.8159,5.0954,5.2394,5.3927,5.5425,5.5908,5.599,2.4399,3.124,3.4603,3.6763,3.7467,3.8261,3.9939,4.1794,4.2224,4.3677,4.4638,4.5964,4.6037,4.7615,4.9977,4
c1ccc2sc(-c3cnc4cnncc4c3)nc2c1,3.0245,3.6479,3.6611,3.7033,4.006,4.1153,4.3813,4.4446,4.5394,4.5566,4.8724,4.903,4.9854,5.1974,5.2675,2.4997,2.6741,3.0631,3.131,3.3437,3.6163,3.705,3.957,4.0634,4.0753,4.2035,4.2634,4.328,4.4589,4.5233,4
Fc1cc(-c2nc3ccccc3s2)cc(F)c1F,4.05,4.1325,4.589,4.7259,5.1415,5.2704,5.4003,5.4488,5.5557,5.5976,5.6732,5.9599,6.1254,6.2314,6.3767,2.7096,3.4231,3.7905,3.9697,4.1612,4.2797,4.482,4.5199,4.6595,4.9381,5.1471,5.1602,5.3661,5.5022,5.6217,3
c1ccc2sc(-c3cccc4sccc34)nc2c1,3.5947,4.0375,4.1824,4.3406,4.6104,4.9309,5.0336,5.2212,5.3343,5.3505,5.4121,5.4988,5.6047,5.6233,5.6593,2.4817,3.2304,3.4101,3.6926,3.9562,4.0355,4.1553,4.2118,4.4452,4.5019,4.8911,5.0036,5.017,5.0934,5.1655,4
c1ccc2sc(-c3nc4ccccc4s3)nc2c1,3.657,3.7667,3.8867,4.4892,4.59,4.5953,5.1861,5.2257,5.4311,5.4346,5.5424,5.6044,5.6104,5.7063,5.7555,2.4945,3.0548,3.2684,3.5863,4.0147,4.0512,4.1256,4.1524,4.5215,4.544,4.8053,4.82,4.9112,5.0861,5.2091,4
O=c1ccn(-c2nc3ccccc3s2)c2ccccc12,3.5798,3.8138,4.1596,4.4301,4.5212,4.6913,4.8619,4.8699,4.9195,4.9539,5.0497,5.1105,5.1731,5.2853,5.3781,2.8979,3.1636,3.2158,3.4806,3.7765,3.8892,4.0699,4.227,4.4156,4.4429,4.4817,4.7225,4.7393,4.761,4.768,4
c1cnc2c(c1)ccc1cc(-c3nc4ccccc4s3)cnc12,3.6282,3.6818,3.7334,3.944,4.0351,4.1106,4.2704,4.3613,4.4334,4.5588,4.6509,4.7274,4.8908,4.9803,5.0599,2.5517,3.0097,3.2507,3.3215,3.3821,3.5744,3.6599,3.6771,3.9465,3.977,4.154,4.1833,4.2716,4.3597,4.5076,5
c1ccc2c(c1)-c1ccccc1C2c1nc2ccccc2s1,4.2739,4.5756,4.6229,4.7147,4.9386,4.9654,5.0534,5.0989,5.1203,5.1698,5.2298,5.2667,5.2779,5.346,5.4793,3.059,3.3035,3.9179,4.011,4.03,4.2046,4.2867,4.3118,4.4213,4.5966,4.6264,4.6976,4.7922,4.8251,4.9648,4
c1ccc2c(c1)Oc1ccc(-c3nc4ccccc4s3)cc1O2,3.3827,4.1001,4.2289,4.3007,4.5327,4.6934,4.7525,4.8609,4.9632,5.081,5.1816,5.3631,5.3947,5.4171,5.5191,2.4952,3.2206,3.5122,3.5586,3.7927,3.8978,3.9631,4.1386,4.3258,4.3598,4.422,4.4542,4.588,4.8583,4.9728,4
c1ccc2sc(-c3cc4c5c(c3)CCCN5CCC4)nc2c1,3.5579,4.1844,4.3279,4.6788,4.7202,4.8292,4.8608,4.8866,5.1611,5.5533,5.5945,5.6665,5.7231,5.8222,5.9973,2.4628,3.4307,3.6137,3.8228,3.9965,4.069,4.1069,4.2643,4.4512,4.6441,4.7373,4.9704,5.2093,5.3178,5.4063,3
c1ccc2sc(-c3ccc(-c4cc5c6c(c4)CCCN6CCC5)cc3)nc2c1,3.075,4.0668,4.1141,4.178,4.2912,4.4656,4.5684,4.6186,4.722,4.7561,4.9146,5.0826,5.2676,5.3187,5.3954,2.3841,3.0202,3.5258,3.5293,3.6069,3.8276,3.9698,4.0809,4.1179,4.1493,4.2011,4.3129,4.3269,4.4978,4.8122,4
c1ccc2sc(-c3ccc(-c4cc5c6c(c4)CCCN6CCC5)s3)nc2c1,2.8839,3.8443,3.9622,4.0187,4.1294,4.3855,4.4527,4.4716,4.6572,4.7195,4.8593,4.9829,5.1324,5.1494,5.1988,1.9461,2.8974,3.4113,3.4413,3.5102,3.7057,3.8762,3.9876,4.0681,4.0799,4.1882,4.2038,4.2727,4.6863,4.7449,4
c1ccc2c(c1)CCc1ccccc1N2c1nc2ccccc2s1,4.1268,4.3003,4.5344,4.6684,4.6803,4.9103,5.0166,5.1132,5.1267,5.273,5.3204,5.3932,5.4084,5.5269,5.5726,3.2597,3.5877,3.6907,4.0439,4.0761,4.1532,4.2331,4.4698,4.496,4.5463,4.6369,4.6684,4.7118,4.7833,4.8708,4
CC1(C)c2ccccc2-c2cc(-c3nc4ccccc4s3)ccc21,3.8154,4.1081,4.2381,4.4622,4.6666,4.76,4.7971,4.9292,5.0278,5.1288,5.1932,5.3349,5.3916,5.511,5.5505,2.6739,3.1839,3.4344,3.6237,3.8663,4.0886,4.1184,4.2807,4.2975,4.3324,4.4772,4.6098,4.6722,4.8316,4.9054,4
c1ccc2cc3c(cc2c1)c1ccccc1n3-c1nc2ccccc2s1,3.4599,3.7061,4.0361,4.2393,4.4163,4.5128,4.6148,4.6547,4.7294,4.8378,4.8686,4.926,5.046,5.1315,5.152,2.3864,3.0295,3.244,3.5159,3.7731,3.8129,3.9663,4.0833,4.1291,4.1921,4.3411,4.3612,4.4554,4.5088,4.5787,6
c1ccc2sc(-c3ccnnc3)nc2c1,3.0287,3.8443,4.0105,4.0736,4.4734,4.8936,5.0565,5.2078,5.2711,5.2931,5.3858,5.5173,5.5287,5.5818,5.6047,2.4567,2.6811,3.2737,3.5377,3.843,4.0346,4.1751,4.2327,4.4897,4.608,4.6437,4.8721,5.0295,5.0317,5.1382,3
c1ccc2sc(-c3ncc[nH]3)nc2c1,4.0744,4.3011,5.0162,5.1267,5.1423,5.1877,5.396,5.6457,5.7318,5.8627,6.057,6.1481,6.2867,6.622,6.7704,2.7386,3.5064,3.9169,4.272,4.4409,4.5553,4.7086,4.7822,4.942,5.0279,5.1953,5.2657,5.4948,5.6942,6.0277,3
c1ccc2[nH]c(-c3nc4ccccc4s3)nc2c1,3.7684,3.928,4.1345,4.7532,4.7942,4.8958,5.1277,5.3111,5.4348,5.5755,5.6229,5.7408,5.7463,5.8957,5.9267,2.6211,3.1268,3.4063,3.7511,4.1247,4.27,4.3921,4.4692,4.4758,4.7137,4.8183,4.8912,5.074,5.2171,5.2377,4
c1ccc(-c2ccc(-c3nc4ccccc4s3)cn2)nc1,3.6613,3.8371,3.9135,4.2425,4.455,4.5606,4.6708,4.8541,4.8983,5.0562,5.0987,5.1247,5.1605,5.23,5.3613,2.4951,3.2401,3.4919,3.5773,3.888,3.8918,4.0305,4.2056,4.2314,4.3057,4.3255,4.389,4.487,4.489,4.6362,4
